customer_id,age,gender,previous_purchases,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,shipping_type,discount_applied,promo_code_used,payment_method,created_at,updated_at
3827,50,Female,25,Jacket,Outerwear,31,Montana,M,Gray,Summer,4.0,Express,No,No,Bank Transfer,2025-02-17 19:36:26,2025-02-17 19:36:26
1901,65,Male,34,Jewelry,Accessories,85,Iowa,S,Blue,Summer,3.3,Free Shipping,No,No,Debit Card,2025-03-02 02:54:12,2025-03-02 02:54:12
3862,64,Female,49,Jacket,Outerwear,57,Wyoming,M,Yellow,Spring,4.9,Standard,No,No,Venmo,2025-04-01 05:11:05,2025-04-01 05:11:05
2481,61,Male,7,Socks,Clothing,91,Ohio,XL,Maroon,Summer,2.9,Next Day Air,No,No,Debit Card,2025-04-19 11:26:42,2025-04-19 11:26:42
639,53,Male,41,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,Express,Yes,Yes,Venmo,2025-03-20 06:58:41,2025-03-20 06:58:41
3444,47,Female,28,Dress,Clothing,24,Tennessee,L,Silver,Summer,5.0,Free Shipping,No,No,PayPal,2025-02-24 19:31:32,2025-02-24 19:31:32
3587,33,Female,12,Hoodie,Clothing,28,Idaho,M,Yellow,Winter,4.6,Store Pickup,No,No,PayPal,2025-02-02 02:27:18,2025-02-02 02:27:18
3403,22,Female,11,Hoodie,Clothing,61,Louisiana,M,Black,Spring,4.4,2-Day Shipping,No,No,Venmo,2025-04-04 06:47:39,2025-04-04 06:47:39
155,41,Male,21,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Next Day Air,Yes,Yes,Debit Card,2025-01-31 02:11:56,2025-01-31 02:11:56
3530,55,Female,43,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,Next Day Air,No,No,Credit Card,2025-03-04 21:47:28,2025-03-04 21:47:28
2985,45,Female,36,Gloves,Accessories,32,Texas,L,Red,Spring,4.3,2-Day Shipping,No,No,PayPal,2025-03-19 02:36:25,2025-03-19 02:36:25
3206,40,Female,50,Hoodie,Clothing,24,Colorado,XL,Magenta,Fall,4.4,2-Day Shipping,No,No,Debit Card,2025-04-23 08:00:57,2025-04-23 08:00:57
2662,43,Female,20,Boots,Footwear,96,Michigan,XL,Olive,Fall,4.8,Express,No,No,Debit Card,2025-02-07 10:23:45,2025-02-07 10:23:45
2704,56,Female,34,Scarf,Accessories,42,Tennessee,XL,Olive,Winter,4.4,Free Shipping,No,No,Bank Transfer,2025-03-07 21:36:24,2025-03-07 21:36:24
1935,34,Male,23,Jacket,Outerwear,43,Michigan,L,Gold,Winter,2.7,Free Shipping,No,No,Debit Card,2025-02-01 13:40:09,2025-02-01 13:40:09
1792,62,Male,38,Jeans,Clothing,98,Montana,S,Purple,Winter,4.0,Store Pickup,No,No,Debit Card,2025-03-02 04:52:27,2025-03-02 04:52:27
3054,32,Female,22,Shoes,Footwear,91,Maine,L,Brown,Winter,3.2,Next Day Air,No,No,Credit Card,2025-03-27 08:34:26,2025-03-27 08:34:26
1284,69,Male,23,Shirt,Clothing,94,Oregon,M,Violet,Winter,3.9,2-Day Shipping,Yes,Yes,Credit Card,2025-02-24 11:41:05,2025-02-24 11:41:05
3014,41,Female,13,Skirt,Clothing,55,Arizona,L,Peach,Summer,4.2,Store Pickup,No,No,Debit Card,2025-02-18 06:01:38,2025-02-18 06:01:38
1477,39,Male,18,Hat,Accessories,56,Wyoming,M,Magenta,Fall,4.1,Next Day Air,Yes,Yes,Credit Card,2025-02-09 18:58:49,2025-02-09 18:58:49
437,40,Male,41,Pants,Clothing,46,Tennessee,L,Cyan,Summer,4.6,Free Shipping,Yes,Yes,Cash,2025-03-23 07:13:22,2025-03-23 07:13:22
297,25,Male,19,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,2-Day Shipping,Yes,Yes,PayPal,2025-04-02 22:15:54,2025-04-02 22:15:54
501,36,Male,35,T-shirt,Clothing,31,Washington,L,Purple,Fall,4.8,Next Day Air,Yes,Yes,Bank Transfer,2025-03-31 19:55:57,2025-03-31 19:55:57
728,62,Male,37,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Next Day Air,Yes,Yes,Credit Card,2025-04-25 17:46:05,2025-04-25 17:46:05
1928,40,Male,8,Pants,Clothing,29,Florida,M,Pink,Summer,2.9,Standard,No,No,Debit Card,2025-01-30 15:00:48,2025-01-30 15:00:48
2461,58,Male,28,Jeans,Clothing,36,Maine,S,Lavender,Winter,4.0,Store Pickup,No,No,Venmo,2025-03-29 14:28:29,2025-03-29 14:28:29
1472,31,Male,48,Jewelry,Accessories,71,Alaska,S,Gray,Spring,2.8,2-Day Shipping,Yes,Yes,PayPal,2025-03-25 09:25:26,2025-03-25 09:25:26
664,59,Male,23,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Express,Yes,Yes,Cash,2025-03-24 08:15:57,2025-03-24 08:15:57
3443,28,Female,12,Skirt,Clothing,78,Michigan,M,Violet,Spring,4.3,Next Day Air,No,No,Venmo,2025-04-26 23:47:53,2025-04-26 23:47:53
867,67,Male,11,Sunglasses,Accessories,69,New Mexico,M,Lavender,Summer,2.7,Free Shipping,Yes,Yes,Credit Card,2025-01-31 21:36:11,2025-01-31 21:36:11
2774,39,Female,45,Pants,Clothing,98,Arizona,S,Maroon,Spring,4.6,Express,No,No,Credit Card,2025-04-03 00:52:58,2025-04-03 00:52:58
1386,41,Male,1,Jewelry,Accessories,64,Mississippi,M,Indigo,Fall,2.6,Store Pickup,Yes,Yes,Debit Card,2025-04-13 13:54:33,2025-04-13 13:54:33
2167,31,Male,50,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,Express,No,No,Venmo,2025-03-17 05:51:03,2025-03-17 05:51:03
444,22,Male,24,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Free Shipping,Yes,Yes,PayPal,2025-03-01 10:12:26,2025-03-01 10:12:26
599,21,Male,30,Dress,Clothing,66,California,L,Green,Winter,3.2,2-Day Shipping,Yes,Yes,Credit Card,2025-04-11 12:36:04,2025-04-11 12:36:04
1411,61,Male,18,Hat,Accessories,93,Tennessee,M,Purple,Summer,4.0,Store Pickup,Yes,Yes,Venmo,2025-02-08 03:07:28,2025-02-08 03:07:28
3154,56,Female,46,Socks,Clothing,88,Alabama,L,Red,Fall,3.1,Next Day Air,No,No,Bank Transfer,2025-03-11 03:31:55,2025-03-11 03:31:55
1945,30,Male,49,Hoodie,Clothing,45,Arkansas,M,Gold,Winter,2.7,Free Shipping,No,No,Debit Card,2025-03-18 03:45:15,2025-03-18 03:45:15
2294,37,Male,16,Sweater,Clothing,68,Georgia,L,Green,Fall,3.3,Express,No,No,PayPal,2025-04-02 19:25:44,2025-04-02 19:25:44
1102,30,Male,39,Gloves,Accessories,76,Delaware,XL,Silver,Fall,3.0,Free Shipping,Yes,Yes,Cash,2025-02-07 13:23:58,2025-02-07 13:23:58
884,28,Male,30,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,4.3,Free Shipping,Yes,Yes,Venmo,2025-02-19 20:54:35,2025-02-19 20:54:35
2617,61,Male,46,Sandals,Footwear,55,Georgia,XL,Purple,Spring,3.6,Express,No,No,Bank Transfer,2025-03-08 07:01:05,2025-03-08 07:01:05
2757,42,Female,41,Hat,Accessories,23,Minnesota,L,Violet,Winter,4.1,Free Shipping,No,No,Bank Transfer,2025-03-27 10:52:13,2025-03-27 10:52:13
3744,62,Female,36,Pants,Clothing,28,Idaho,L,Cyan,Fall,3.6,Free Shipping,No,No,Credit Card,2025-04-20 04:07:31,2025-04-20 04:07:31
307,26,Male,4,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.6,Express,Yes,Yes,Debit Card,2025-03-27 01:13:22,2025-03-27 01:13:22
11,53,Male,26,Shoes,Footwear,34,Arkansas,L,Purple,Fall,4.1,Store Pickup,Yes,Yes,Credit Card,2025-02-11 09:19:13,2025-02-11 09:19:13
15,64,Male,34,Coat,Outerwear,53,New York,L,Teal,Winter,4.7,Free Shipping,Yes,Yes,PayPal,2025-04-28 14:14:58,2025-04-28 14:14:58
403,31,Male,26,Backpack,Accessories,78,California,L,Cyan,Fall,3.0,Express,Yes,Yes,PayPal,2025-04-18 19:21:45,2025-04-18 19:21:45
1983,41,Male,32,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.7,2-Day Shipping,No,No,PayPal,2025-03-16 14:33:04,2025-03-16 14:33:04
5,45,Male,31,Blouse,Clothing,49,Oregon,M,Turquoise,Spring,2.7,Free Shipping,Yes,Yes,Cash,2025-04-23 08:31:35,2025-04-23 08:31:35
1739,60,Male,37,Handbag,Accessories,61,Tennessee,M,Green,Spring,2.9,2-Day Shipping,No,No,PayPal,2025-03-20 02:01:06,2025-03-20 02:01:06
2073,39,Male,22,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,Next Day Air,No,No,Credit Card,2025-04-23 10:35:42,2025-04-23 10:35:42
3269,22,Female,5,Dress,Clothing,97,Arkansas,M,Cyan,Fall,2.8,Free Shipping,No,No,Cash,2025-04-15 00:55:32,2025-04-15 00:55:32
1181,23,Male,34,Skirt,Clothing,23,Oregon,S,Beige,Spring,4.9,Standard,Yes,Yes,Cash,2025-04-27 11:42:27,2025-04-27 11:42:27
2619,70,Male,12,Handbag,Accessories,77,Louisiana,L,Brown,Fall,4.1,Express,No,No,Credit Card,2025-04-23 02:59:17,2025-04-23 02:59:17
3840,66,Female,14,Sandals,Footwear,29,Connecticut,M,Peach,Spring,3.9,Free Shipping,No,No,PayPal,2025-02-02 14:58:27,2025-02-02 14:58:27
2860,31,Female,29,Shorts,Clothing,32,Utah,L,Yellow,Fall,3.4,Express,No,No,Venmo,2025-02-15 02:30:35,2025-02-15 02:30:35
3892,36,Female,6,Dress,Clothing,30,Colorado,L,Peach,Winter,4.7,Free Shipping,No,No,Cash,2025-03-06 09:19:08,2025-03-06 09:19:08
474,34,Male,29,Coat,Outerwear,42,West Virginia,L,Olive,Spring,3.9,Store Pickup,Yes,Yes,Venmo,2025-04-26 00:51:11,2025-04-26 00:51:11
3179,66,Female,28,Sandals,Footwear,34,Washington,L,Beige,Spring,2.7,Free Shipping,No,No,Cash,2025-02-26 08:56:22,2025-02-26 08:56:22
1495,43,Male,23,T-shirt,Clothing,76,Montana,M,Gray,Spring,3.0,Next Day Air,Yes,Yes,Bank Transfer,2025-02-13 19:37:36,2025-02-13 19:37:36
780,60,Male,38,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,Express,Yes,Yes,Credit Card,2025-04-20 02:42:32,2025-04-20 02:42:32
3640,26,Female,39,Coat,Outerwear,44,Illinois,M,Brown,Summer,3.6,2-Day Shipping,No,No,Venmo,2025-03-11 12:56:33,2025-03-11 12:56:33
2095,53,Male,19,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,Standard,No,No,Bank Transfer,2025-04-22 01:16:50,2025-04-22 01:16:50
676,64,Male,9,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,2-Day Shipping,Yes,Yes,Credit Card,2025-02-13 19:06:53,2025-02-13 19:06:53
3522,52,Female,35,Shoes,Footwear,50,Maryland,M,Pink,Winter,3.7,Store Pickup,No,No,Credit Card,2025-03-30 20:31:47,2025-03-30 20:31:47
2014,39,Male,25,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,Standard,No,No,PayPal,2025-03-10 23:42:23,2025-03-10 23:42:23
3693,59,Female,29,Coat,Outerwear,34,Alabama,L,Turquoise,Spring,4.8,Free Shipping,No,No,Venmo,2025-02-06 06:18:43,2025-02-06 06:18:43
3196,68,Female,36,Sunglasses,Accessories,58,Missouri,S,Red,Spring,4.9,Next Day Air,No,No,Debit Card,2025-04-03 00:50:28,2025-04-03 00:50:28
972,47,Male,15,Sunglasses,Accessories,67,Indiana,M,Cyan,Summer,4.3,Next Day Air,Yes,Yes,Bank Transfer,2025-02-21 15:18:40,2025-02-21 15:18:40
576,58,Male,38,Jeans,Clothing,86,Nebraska,M,Peach,Fall,4.8,Express,Yes,Yes,Venmo,2025-02-02 22:42:25,2025-02-02 22:42:25
1512,34,Male,48,Dress,Clothing,91,Georgia,M,Violet,Winter,3.6,Express,Yes,Yes,Credit Card,2025-02-04 18:35:49,2025-02-04 18:35:49
291,58,Male,50,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Standard,Yes,Yes,Bank Transfer,2025-02-04 21:02:44,2025-02-04 21:02:44
2495,42,Male,26,Shoes,Footwear,27,Oklahoma,S,Peach,Winter,2.6,Store Pickup,No,No,PayPal,2025-04-22 00:58:21,2025-04-22 00:58:21
2972,30,Female,9,Handbag,Accessories,100,Utah,L,Yellow,Fall,3.9,Next Day Air,No,No,Credit Card,2025-04-06 22:35:11,2025-04-06 22:35:11
1329,37,Male,40,Sweater,Clothing,97,Rhode Island,M,Orange,Winter,3.7,Standard,Yes,Yes,Debit Card,2025-04-21 04:05:37,2025-04-21 04:05:37
2752,27,Female,50,Dress,Clothing,52,Minnesota,S,Indigo,Fall,3.1,Free Shipping,No,No,Venmo,2025-03-31 21:16:56,2025-03-31 21:16:56
1276,55,Male,1,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,4.5,Standard,Yes,Yes,PayPal,2025-03-18 23:09:30,2025-03-18 23:09:30
2870,57,Female,16,Socks,Clothing,58,Georgia,M,White,Summer,4.2,Standard,No,No,Cash,2025-02-26 18:28:36,2025-02-26 18:28:36
3702,46,Female,36,Sandals,Footwear,66,New Mexico,M,Charcoal,Spring,4.5,Store Pickup,No,No,Cash,2025-04-30 03:46:39,2025-04-30 03:46:39
3548,52,Female,23,Scarf,Accessories,31,Pennsylvania,L,Magenta,Summer,3.8,Standard,No,No,Debit Card,2025-03-03 23:08:36,2025-03-03 23:08:36
3542,59,Female,22,Blouse,Clothing,66,Virginia,M,Olive,Winter,4.0,Next Day Air,No,No,Cash,2025-03-13 17:18:29,2025-03-13 17:18:29
67,31,Male,3,Blouse,Clothing,94,Pennsylvania,S,Magenta,Winter,4.7,2-Day Shipping,Yes,Yes,Bank Transfer,2025-03-05 09:48:30,2025-03-05 09:48:30
189,50,Male,5,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Express,Yes,Yes,Credit Card,2025-04-28 11:58:33,2025-04-28 11:58:33
220,32,Male,12,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Free Shipping,Yes,Yes,Venmo,2025-02-15 02:15:52,2025-02-15 02:15:52
381,39,Male,19,Backpack,Accessories,69,New Hampshire,XL,Beige,Fall,3.0,Store Pickup,Yes,Yes,PayPal,2025-02-28 21:18:11,2025-02-28 21:18:11
219,28,Male,8,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Store Pickup,Yes,Yes,Credit Card,2025-04-01 14:02:59,2025-04-01 14:02:59
1468,30,Male,16,Jewelry,Accessories,27,Ohio,XL,Olive,Winter,4.7,Store Pickup,Yes,Yes,Credit Card,2025-02-05 01:38:32,2025-02-05 01:38:32
2197,25,Male,31,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,Next Day Air,No,No,Venmo,2025-03-26 00:13:42,2025-03-26 00:13:42
253,32,Male,33,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Free Shipping,Yes,Yes,Cash,2025-03-14 08:24:57,2025-03-14 08:24:57
3083,56,Female,20,T-shirt,Clothing,99,Utah,M,Maroon,Spring,4.0,Next Day Air,No,No,Venmo,2025-02-24 22:19:59,2025-02-24 22:19:59
3764,27,Female,38,Shirt,Clothing,24,Oklahoma,XL,Red,Winter,4.5,Standard,No,No,PayPal,2025-02-20 19:54:41,2025-02-20 19:54:41
597,23,Male,36,Shoes,Footwear,37,Montana,XL,White,Summer,4.5,Store Pickup,Yes,Yes,PayPal,2025-03-17 16:00:36,2025-03-17 16:00:36
1954,25,Male,3,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,Standard,No,No,Cash,2025-03-04 11:31:58,2025-03-04 11:31:58
473,20,Male,3,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Free Shipping,Yes,Yes,Cash,2025-03-12 10:48:13,2025-03-12 10:48:13
16,64,Male,8,Skirt,Clothing,81,Rhode Island,M,Teal,Winter,2.8,Store Pickup,Yes,Yes,Credit Card,2025-03-01 17:47:27,2025-03-01 17:47:27
2771,50,Female,22,Boots,Footwear,44,Nebraska,S,Blue,Fall,3.3,Express,No,No,PayPal,2025-04-27 16:28:23,2025-04-27 16:28:23
2366,52,Male,32,Sneakers,Footwear,91,Wyoming,S,Peach,Winter,2.5,Next Day Air,No,No,Cash,2025-02-11 09:16:22,2025-02-11 09:16:22
2149,19,Male,19,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,2-Day Shipping,No,No,PayPal,2025-02-08 02:10:37,2025-02-08 02:10:37
2416,21,Male,30,Coat,Outerwear,34,Hawaii,XL,Lavender,Fall,4.3,Standard,No,No,Cash,2025-03-02 06:33:35,2025-03-02 06:33:35
2888,23,Female,12,Sandals,Footwear,28,Kentucky,L,Blue,Winter,2.8,Express,No,No,Debit Card,2025-03-24 13:12:15,2025-03-24 13:12:15
3824,50,Female,27,Shirt,Clothing,42,California,M,Gold,Summer,3.0,Standard,No,No,Bank Transfer,2025-03-30 16:20:21,2025-03-30 16:20:21
683,23,Male,49,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4.0,Standard,Yes,Yes,Debit Card,2025-03-07 02:51:16,2025-03-07 02:51:16
896,40,Male,33,Hat,Accessories,69,Mississippi,XL,Olive,Spring,4.7,Next Day Air,Yes,Yes,Debit Card,2025-04-30 06:37:06,2025-04-30 06:37:06
235,20,Male,24,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Next Day Air,Yes,Yes,PayPal,2025-03-03 00:54:51,2025-03-03 00:54:51
1116,30,Male,37,Hat,Accessories,58,New York,S,Peach,Fall,4.0,2-Day Shipping,Yes,Yes,Bank Transfer,2025-04-05 06:41:39,2025-04-05 06:41:39
37,35,Male,44,T-shirt,Clothing,69,Illinois,M,Maroon,Winter,4.6,Free Shipping,Yes,Yes,Cash,2025-03-28 17:43:05,2025-03-28 17:43:05
3036,69,Female,18,Handbag,Accessories,64,Kentucky,M,Gold,Spring,4.5,Free Shipping,No,No,Bank Transfer,2025-04-13 12:33:37,2025-04-13 12:33:37
1371,27,Male,41,Scarf,Accessories,67,Montana,L,Peach,Summer,2.9,2-Day Shipping,Yes,Yes,PayPal,2025-04-28 04:50:54,2025-04-28 04:50:54
2308,28,Male,30,Skirt,Clothing,96,Missouri,L,Green,Fall,3.5,Next Day Air,No,No,Bank Transfer,2025-04-20 10:14:30,2025-04-20 10:14:30
2916,26,Female,39,Shirt,Clothing,30,Oregon,M,Cyan,Fall,4.5,Express,No,No,Credit Card,2025-04-09 03:51:59,2025-04-09 03:51:59
1899,59,Male,25,Pants,Clothing,97,Texas,L,Magenta,Fall,3.5,Next Day Air,No,No,PayPal,2025-04-03 04:41:44,2025-04-03 04:41:44
1492,27,Male,10,Shirt,Clothing,54,Arkansas,S,Black,Summer,2.7,Free Shipping,Yes,Yes,Venmo,2025-03-01 13:31:03,2025-03-01 13:31:03
318,58,Male,42,Sweater,Clothing,82,West Virginia,L,Teal,Fall,4.3,Standard,Yes,Yes,Bank Transfer,2025-02-12 16:01:49,2025-02-12 16:01:49
842,55,Male,28,Sweater,Clothing,88,Texas,M,Beige,Summer,2.6,Store Pickup,Yes,Yes,Venmo,2025-02-05 00:24:30,2025-02-05 00:24:30
789,50,Male,18,Pants,Clothing,51,Rhode Island,XL,Yellow,Summer,3.8,Store Pickup,Yes,Yes,Venmo,2025-02-21 03:26:34,2025-02-21 03:26:34
3350,35,Female,29,Jewelry,Accessories,79,Georgia,M,Red,Fall,2.8,Store Pickup,No,No,Cash,2025-03-10 06:28:22,2025-03-10 06:28:22
2947,38,Female,29,Pants,Clothing,77,Hawaii,L,Purple,Spring,2.8,Free Shipping,No,No,Credit Card,2025-03-18 08:10:01,2025-03-18 08:10:01
2362,44,Male,30,Scarf,Accessories,64,Alabama,M,Gray,Spring,4.3,2-Day Shipping,No,No,Cash,2025-04-09 22:15:52,2025-04-09 22:15:52
178,21,Male,47,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Next Day Air,Yes,Yes,Debit Card,2025-04-26 15:05:55,2025-04-26 15:05:55
901,54,Male,42,Hat,Accessories,98,West Virginia,L,Gray,Fall,3.3,Free Shipping,Yes,Yes,Cash,2025-02-09 22:28:19,2025-02-09 22:28:19
65,65,Male,18,Boots,Footwear,83,Alabama,S,Green,Fall,4.8,Standard,Yes,Yes,PayPal,2025-02-09 00:11:56,2025-02-09 00:11:56
2119,60,Male,28,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,2-Day Shipping,No,No,Bank Transfer,2025-03-24 10:19:41,2025-03-24 10:19:41
3216,34,Female,10,Coat,Outerwear,90,Rhode Island,M,Magenta,Summer,2.7,Free Shipping,No,No,Bank Transfer,2025-04-07 10:29:29,2025-04-07 10:29:29
3051,31,Female,28,Coat,Outerwear,76,Kentucky,S,Green,Spring,3.6,Standard,No,No,Cash,2025-04-16 16:20:01,2025-04-16 16:20:01
1937,70,Male,44,Jewelry,Accessories,60,Minnesota,S,Teal,Summer,4.3,2-Day Shipping,No,No,PayPal,2025-04-24 13:38:19,2025-04-24 13:38:19
3069,32,Female,4,Boots,Footwear,40,California,M,Indigo,Winter,4.2,Express,No,No,Bank Transfer,2025-04-28 20:23:40,2025-04-28 20:23:40
1016,68,Male,34,Gloves,Accessories,24,North Carolina,M,Cyan,Summer,4.1,Standard,Yes,Yes,Debit Card,2025-03-07 08:20:56,2025-03-07 08:20:56
400,60,Male,10,Scarf,Accessories,35,Idaho,L,Blue,Fall,3.5,2-Day Shipping,Yes,Yes,Credit Card,2025-03-05 14:19:15,2025-03-05 14:19:15
2902,41,Female,46,Blouse,Clothing,43,Alabama,L,Olive,Winter,2.6,Free Shipping,No,No,Credit Card,2025-02-12 16:17:46,2025-02-12 16:17:46
2536,47,Male,39,Coat,Outerwear,80,Vermont,S,Purple,Winter,3.9,Express,No,No,Bank Transfer,2025-04-01 23:57:02,2025-04-01 23:57:02
3884,34,Female,22,Hat,Accessories,38,North Dakota,XL,Purple,Fall,4.0,Next Day Air,No,No,Bank Transfer,2025-03-30 11:07:34,2025-03-30 11:07:34
1348,44,Male,47,Sweater,Clothing,95,Vermont,M,Cyan,Summer,3.9,2-Day Shipping,Yes,Yes,Venmo,2025-04-17 22:22:13,2025-04-17 22:22:13
2327,66,Male,38,Skirt,Clothing,63,Oklahoma,L,Maroon,Winter,2.6,Standard,No,No,Cash,2025-02-08 03:09:25,2025-02-08 03:09:25
1727,57,Male,45,Coat,Outerwear,28,Indiana,S,Olive,Summer,2.8,Express,No,No,Credit Card,2025-03-16 03:52:39,2025-03-16 03:52:39
841,42,Male,18,Shirt,Clothing,24,Alabama,L,Teal,Summer,4.2,2-Day Shipping,Yes,Yes,Bank Transfer,2025-03-23 15:43:59,2025-03-23 15:43:59
3251,23,Female,15,Coat,Outerwear,90,Minnesota,M,Teal,Spring,2.9,2-Day Shipping,No,No,Cash,2025-02-21 02:41:55,2025-02-21 02:41:55
945,54,Male,39,Belt,Accessories,97,Indiana,S,Gray,Spring,4.8,Express,Yes,Yes,Debit Card,2025-02-14 14:06:11,2025-02-14 14:06:11
2477,60,Male,28,Hat,Accessories,60,Colorado,M,Turquoise,Summer,3.7,Next Day Air,No,No,Debit Card,2025-04-17 17:00:44,2025-04-17 17:00:44
1664,43,Male,1,Shirt,Clothing,22,Maine,XL,Gold,Summer,3.5,Standard,Yes,Yes,Cash,2025-02-04 15:33:14,2025-02-04 15:33:14
1879,34,Male,5,Socks,Clothing,29,Oklahoma,L,Magenta,Summer,3.4,Store Pickup,No,No,Credit Card,2025-03-13 17:14:51,2025-03-13 17:14:51
2950,25,Female,15,Jewelry,Accessories,93,Iowa,M,Peach,Spring,3.8,Store Pickup,No,No,Credit Card,2025-02-09 19:15:46,2025-02-09 19:15:46
3562,63,Female,39,Sneakers,Footwear,29,North Carolina,L,Black,Spring,3.4,Standard,No,No,Cash,2025-03-12 11:58:01,2025-03-12 11:58:01
1267,20,Male,14,Blouse,Clothing,31,North Dakota,M,Peach,Fall,4.0,Standard,Yes,Yes,Cash,2025-04-28 12:54:57,2025-04-28 12:54:57
1866,56,Male,12,Pants,Clothing,62,Missouri,S,Silver,Summer,3.8,Store Pickup,No,No,Venmo,2025-03-09 11:57:33,2025-03-09 11:57:33
3822,20,Female,34,Sneakers,Footwear,48,Oregon,M,Gold,Summer,4.6,Free Shipping,No,No,PayPal,2025-04-17 11:42:35,2025-04-17 11:42:35
752,65,Male,1,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Free Shipping,Yes,Yes,Credit Card,2025-02-09 22:27:41,2025-02-09 22:27:41
192,64,Male,29,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Free Shipping,Yes,Yes,Credit Card,2025-02-23 18:48:37,2025-02-23 18:48:37
2903,27,Female,19,Boots,Footwear,32,North Carolina,S,Orange,Spring,4.6,Standard,No,No,Debit Card,2025-03-07 16:57:56,2025-03-07 16:57:56
2798,63,Female,10,Jewelry,Accessories,42,Oklahoma,M,Green,Winter,3.5,Express,No,No,PayPal,2025-03-07 08:22:17,2025-03-07 08:22:17
3503,31,Female,26,Backpack,Accessories,62,Massachusetts,M,Green,Fall,4.7,Next Day Air,No,No,Bank Transfer,2025-03-31 18:41:38,2025-03-31 18:41:38
2793,54,Female,11,Shorts,Clothing,44,Kentucky,L,Violet,Winter,3.2,Express,No,No,Debit Card,2025-03-02 09:25:25,2025-03-02 09:25:25
2143,47,Male,21,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,Next Day Air,No,No,Venmo,2025-04-04 14:11:59,2025-04-04 14:11:59
2571,36,Male,12,Sneakers,Footwear,27,New Mexico,XL,Olive,Spring,4.0,Store Pickup,No,No,Bank Transfer,2025-03-28 21:10:54,2025-03-28 21:10:54
384,50,Male,6,Sunglasses,Accessories,77,West Virginia,S,Magenta,Fall,2.9,Standard,Yes,Yes,Credit Card,2025-03-07 06:57:58,2025-03-07 06:57:58
2473,24,Male,31,Shirt,Clothing,73,Utah,M,Peach,Summer,4.1,Standard,No,No,Bank Transfer,2025-03-10 05:20:50,2025-03-10 05:20:50
566,59,Male,10,Backpack,Accessories,43,Idaho,L,Lavender,Fall,4.2,Store Pickup,Yes,Yes,Bank Transfer,2025-03-26 15:56:33,2025-03-26 15:56:33
3628,39,Female,48,Belt,Accessories,54,Delaware,M,Silver,Winter,3.3,Next Day Air,No,No,Credit Card,2025-02-05 16:23:53,2025-02-05 16:23:53
2471,55,Male,29,Blouse,Clothing,72,Arizona,XL,Pink,Fall,2.7,Next Day Air,No,No,Cash,2025-04-14 08:45:12,2025-04-14 08:45:12
2716,25,Female,29,Sneakers,Footwear,92,Mississippi,XL,Pink,Winter,4.1,Express,No,No,Debit Card,2025-03-30 03:54:48,2025-03-30 03:54:48
952,47,Male,34,Dress,Clothing,51,Alaska,M,Cyan,Summer,2.9,Express,Yes,Yes,Venmo,2025-04-05 17:21:02,2025-04-05 17:21:02
2018,70,Male,42,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,Next Day Air,No,No,Venmo,2025-03-19 16:23:38,2025-03-19 16:23:38
3609,24,Female,2,Gloves,Accessories,56,Tennessee,M,Cyan,Fall,4.3,Next Day Air,No,No,Bank Transfer,2025-02-09 07:41:50,2025-02-09 07:41:50
3638,32,Female,32,Boots,Footwear,66,Utah,L,Yellow,Winter,3.6,Express,No,No,PayPal,2025-03-07 19:38:56,2025-03-07 19:38:56
